USAF,WBAN,STATION NAME,CTRY,ST,CALL,LAT,LON,ELEV(M),BEGIN,END
080800,99999,VITORIA,SP,,LEVT,+42.883,-002.724,+0512.7,19730101,20150513
080810,99999,BAQUIO,SP,,,+43.400,-002.833,+0585.0,20040812,20051129
080830,99999,LOGRONO,SP,,,+42.467,-002.383,+0369.0,19730101,20070528
080840,99999,LOGRONO/AGONCILLO,SP,,LELO,+42.450,-002.333,+0363.0,19730101,20150513
080850,99999,PAMPLONA,SP,,LEPP,+42.770,-001.646,+0458.4,19730313,20150512
080860,99999,PAMPLONA,SP,,,+42.817,-001.667,+0461.0,19730101,20010705
080870,99999,BARDENAS REALES,SP,,,+42.200,-001.450,+0295.0,19700119,20020529
080910,99999,JACA,SP,,,+42.567,-003.133,+0828.0,19830613,20020614
080940,99999,HUESCA-PIRINEOS,SP,,LEHC,+42.083,-000.333,+0554.0,19730102,20150512
080960,99999,CANDANCHU,SP,,,+42.783,-000.533,+1608.0,19730105,20040110
081120,99999,TALAR,SP,,,+42.200,+000.867,+0800.0,19840503,20030731
081170,99999,LA MOLINA,SP,,,+42.333,+001.933,+1702.0,19730103,20060107
081300,99999,ZAMORA,SP,,,+41.517,-005.733,+0667.0,19730101,20150513
081400,99999,VALLADOLID,SP,,LEVD,+41.706,-004.852,+0845.8,19730101,20150512
081410,99999,VALLADOLID,SP,,,+41.650,-004.767,+0735.0,19730101,20150512
081480,99999,SORIA,SP,,,+41.767,-002.467,+1082.0,19730101,20150513
081570,99999,DAROCA,SP,,,+41.117,-001.417,+0779.0,19730101,20150512
081600,99999,ZARAGOZA AB,SP,,LEZG,+41.666,-001.042,+0263.0,19730101,20150513
081605,99999,ZARAGOZA (USAFB),SP,,LEZA,+41.667,-001.050,+0263.0,19570701,20010108
081606,99999,ZARAGOZA (MIL/CIV)&,SP,,,+41.667,-001.033,+0263.0,19770427,19830209
081610,99999,ZARAGOZA,SP,,,+41.633,-000.900,+0222.0,19730101,20050614
081620,99999,PERDIGUERA,SP,,,+41.733,-000.550,+0819.0,20041201,20050404
081710,99999,LERIDA,SP,,,+41.633,+000.600,+0199.0,19730101,20150512
081750,99999,REUS,SP,,LERS,+41.147,+001.167,+0071.3,19730101,20150512
081760,99999,TARRAGONA,SP,,,+41.117,+001.250,+0064.0,19730101,20040105
081763,99999,SABADELL,SP,,LELL,+41.517,+002.100,+0250.0,20000830,20150512
081800,99999,BARCELONA CITY,SP,,,+41.417,+002.133,+0176.0,19730101,20060225
081810,99999,BARCELONA,SP,,LEBL,+41.297,+002.078,+0003.7,19730101,20150513
081820,99999,MONTSENY MTN RANGE,SP,,,+41.783,+002.433,+1708.0,19730502,20060111
081830,99999,GERONA-IN-CATALUNA,SP,,,+41.983,+002.833,+0098.0,19730101,19780808
081840,99999,GIRONA,SP,,LEGE,+41.901,+002.761,+0142.6,19731129,20150513
081860,99999,SAN LORENZO,SP,,,+41.633,+002.017,+1092.0,19731108,20030201
082010,99999,SALAMANCA,SP,,,+40.950,-005.650,+0787.0,19751105,20060410
082020,99999,SALAMANCA,SP,,LESA,+40.952,-005.502,+0791.0,19730101,20150513
082100,99999,AVILA,SP,,,+40.650,-004.700,+1131.0,19730101,20150512
082130,99999,SEGOVIA,SP,,,+40.950,-004.117,+1006.0,19730101,20150512
082150,99999,NAVACERRADA,SP,,,+40.783,-004.017,+1888.0,19730101,20150512
082190,99999,MADRI-COLMENAR,SP,,LECV,+40.650,-003.733,-0999.9,19970506,20150512
082200,99999,MADRID/C. UNIVERSITARIA,SP,,,+40.450,-003.717,+0669.0,19791201,20060302
082204,99999,MADRI-COLMENAR,SP,,,+40.650,-003.733,+0000.0,19920807,19930820
082210,99999,BARAJAS,SP,,LEMD,+40.494,-003.567,+0609.6,19310102,20150513
082211,99999,MADRID WEATHER CENTER,SP,,LEMM,+40.483,-003.583,+0633.0,20041209,20140319
082220,99999,MADRID RETIRO,SP,,,+40.411,-003.678,+0667.0,19990412,20051017
082230,99999,CUATRO VIENTOS,SP,,LEVS,+40.371,-003.785,+0691.0,19730719,20150512
082240,99999,GETAFE,SP,,LEGT,+40.294,-003.724,+0618.4,19730101,20150512
082260,99999,GUADALAJARA,SP,,,+40.667,-003.167,+0640.0,19730101,20150512
082270,99999,TORREJON,SP,,LETO,+40.497,-003.446,+0617.5,19571001,20150513
082310,99999,CUENCA,SP,,,+40.067,-002.133,+0946.0,19730101,20150512
082320,99999,MOLINA DE ARAGON,SP,,,+40.850,-001.883,+1063.0,19730102,20150507
082330,99999,CALAMOCHA,SP,,LECH,+40.933,-001.300,+0889.0,19730101,20081026
082350,99999,TERUEL,SP,,,+40.350,-001.117,+0902.0,19730101,20150512
082380,99999,TORTOSA,SP,,,+40.817,+000.500,+0050.0,19730101,20150513
082610,99999,CACERES,SP,,,+39.467,-006.333,+0405.0,19730101,20150513
082620,99999,SIERRA DE FUENTES,SP,,,+39.433,-006.283,+0667.0,20050106,20051224
082720,99999,TOLEDO,SP,,,+39.883,-004.050,+0516.0,19730101,20150512
082800,99999,ALBACETE,SP,,LEAB,+38.949,-001.864,+0701.6,19730101,20150513
082820,99999,INIESTA,SP,,,+39.433,-001.750,+0762.0,19751101,19781003
082840,99999,VALENCIA,SP,,LEVC,+39.489,-000.482,+0068.6,19730101,20150513
082850,99999,VALENCIA,SP,,,+39.483,-000.383,+0011.0,19730101,20120229
082860,99999,CASTELLON,SP,,,+39.950,-000.067,+0035.0,19730101,20150512
082900,99999,ALCIRA/ALZIRA,SP,,,+39.150,-000.433,+0020.0,19730102,19870530
083010,99999,PALMA DE MALLORCA,SP,,,+39.550,+002.617,+0006.0,19800418,20040306
083030,99999,ALFABIA MTN RANGE,SP,,,+39.733,+002.717,+1015.0,19730101,20060307
083060,99999,PALMA DE MALLORCA,SP,,LEPA,+39.550,+002.733,+0008.0,19730101,20150513
083070,99999,POLLENSA,SP,,,+39.900,+003.100,+0007.0,19730102,19780602
083140,99999,MENORCA,SP,,LEMH,+39.863,+004.219,+0090.8,19310103,20150513
083300,99999,TALAVERA LA REAL,SP,,LEBZ,+38.891,-006.821,+0185.6,19730101,20150512
083350,99999,HINOJOSA DEL DUQUE,SP,,LEHI,+38.517,-005.117,+0540.0,19730101,20050501
083480,99999,CIUDAD REAL,SP,,LERL,+38.983,-003.917,+0629.0,19730101,20150513
083550,99999,BOGUS SPANISH,SP,,,,,,19830401,20011129
083590,99999,ALICANTE,SP,,,+38.367,-000.500,+0082.0,19730101,20150512
083600,99999,ALICANTE,SP,,LEAL,+38.282,-000.558,+0043.3,19730101,20150513
083610,99999,AITANA (PEAK),SP,,,+38.650,-000.267,+1497.0,19730103,20051017
083620,99999,BENIDORM,SP,,,+38.533,-000.150,+0010.0,19760201,19840629
083650,99999,DENIA,SP,,,+38.833,+000.117,+0015.0,19730102,20050802
083730,99999,IBIZA,SP,,LEIB,+38.873,+001.373,+0006.1,19730101,20150513
083830,99999,HUELVA,SP,,,+37.283,-006.917,+0020.0,19730101,20150512
083840,99999,EL ARENOSILLO,SP,,,+37.100,-006.733,+0041.0,20020430,20070307
083900,99999,SEVILLA/TABLADA,SP,,,+37.367,-006.000,+0014.0,19730101,20051206
083905,99999,SEVILLA HELIPORT,SP,,LEEC,+37.317,-006.000,+0005.0,20070629,20150512
083910,99999,SEVILLA,SP,,LEZL,+37.418,-005.893,+0033.8,19730101,20150512
083970,99999,MORON AB,SP,,LEMO,+37.175,-005.616,+0086.9,19580102,20150513
084100,99999,CORDOBA,SP,,LEBA,+37.842,-004.849,+0090.5,19730101,20150513
084170,99999,JAEN,SP,,,+37.783,-003.800,+0580.0,19730201,20150512
084190,99999,GRANADA,SP,,LEGR,+37.189,-003.777,+0566.9,19730101,20150513
084200,99999,GRANADA / ARMILLA,SP,,,+37.133,-003.617,+0717.0,19730101,20060403
084290,99999,ALCANTARILLA,SP,,LERI,+37.951,-001.230,+0076.2,19730101,20150512
084300,99999,MURCIA,SP,,,+38.000,-001.167,+0062.0,19730101,20150513
084310,99999,CASTILLO GALERAS,SP,,,+37.583,-001.000,+0217.0,19730101,20040805
084330,99999,MURCIA SAN JAVIER,SP,,LELC,+37.775,-000.812,+0003.4,19730101,20150512
084490,13025,ROTA NAVAL AIR STATION,SP,,LERT,+36.650,-006.350,+0025.6,19730101,20150513
084510,99999,JEREZ,SP,,LEJR,+36.745,-006.060,+0028.3,19730101,20150513
084515,99999,LLEIDA-ALGUAIRE AIRPORT,SP,,LEDA,+41.728,+000.536,+0350.0,20100114,20150510
084520,99999,CADIZ OBS,SP,,,+36.501,-006.257,+0009.0,19730101,20030212
084530,99999,SAN FERNANDO,SP,,,+36.467,-006.200,+0030.0,19310103,20050224
084580,99999,TARIFA,SP,,,+36.000,-005.600,+0025.0,19730101,20030731
084750,99999,ALHAURIN EL GRANDE,SP,,,+36.617,-004.650,+1164.0,20050604,20051221
084820,99999,MALAGA,SP,,LEMG,+36.675,-004.499,+0015.8,19730101,20150513
084840,99999,MALAGA,SP,,,+36.717,-004.417,+0054.0,19751215,19751215
084870,99999,ALMERIA,SP,,LEAM,+36.844,-002.370,+0021.3,19310102,20150513
084880,99999,ALMERIA,SP,,,+36.833,-002.467,+0007.0,20020109,20050317
084890,99999,NIJAR,SP,,,+36.833,-002.083,+0485.0,20040817,20050221
084900,99999,ALBORAN ISLAND,SP,,,+35.933,-003.033,+0019.0,19730101,20020726
084950,99999,GIBRALTAR,GI,,LXGB,+36.151,-005.350,+0004.6,19580101,20150513
085010,99999,FLORES,PO,,LPFL,+39.455,-031.131,+0034.1,19781201,20150513
085020,99999,CORVO ISLAND AZORES,PO,,LPCR,+39.670,-031.120,+0026.0,20031023,20150424
085050,99999,HORTA,PO,,LPHR,+38.520,-028.716,+0036.0,19760201,20150512
085060,99999,HORTA (ACORES),PO,,,+38.517,-028.633,+0062.0,19310101,20150513
085080,99999,LAJES/SANTA RITA (ACORES),PO,,,+38.767,-027.067,+0113.0,19990101,20050504
085090,99999,LAJES,PO,,LPLA,+38.762,-027.091,+0054.9,19470101,20150513
085095,99999,SAO JORGE,PO,,LPSJ,+38.666,-028.176,+0094.8,20061010,20150424
085110,99999,ANGRA DO HEROISMO (ACORES),PO,,,+38.667,-027.217,+0076.0,19971201,20150513
085120,99999,PONTA DELGADA,PO,,LPPD,+37.741,-025.698,+0078.9,19310103,20150513
085125,99999,PICO,PO,,LPPI,+38.554,-028.441,+0033.2,20050628,20150424
085130,99999,PONTA DELGADA/OBS. (ACORES),PO,,,+37.750,-025.667,+0036.0,20020416,20050702
085150,99999,SANTA MARIA,PO,,LPAZ,+36.971,-025.171,+0093.9,19440807,20150513
085155,99999,GRACIOSA,PO,,LPGR,+39.092,-028.030,+0026.2,20050719,20150424
085210,99999,FUNCHAL/S.CATARINA,PO,,LPFU,+32.683,-016.767,+0058.0,19480111,20150513
085220,99999,FUNCHAL,PO,,,+32.633,-016.900,+0056.0,19310101,20150513
085240,99999,PORTO SANTO,PO,,LPPS,+33.073,-016.350,+0103.9,19480113,20150513
085300,99999,CABO CARVOEIRO,PO,,,+39.350,-009.400,+0034.0,19480111,20111009
085305,99999,ALVERCA (POR-AFB),PO,,,+38.883,-009.033,+0003.0,19730623,19730927
085310,99999,CABO CARVOEIRO,PO,,,+39.350,-009.400,+0034.0,20070822,20150513
085320,99999,SINTRA,PO,,LPST,+38.831,-009.340,+0134.1,19901001,20150512
085330,99999,SAGRES,PO,,,+37.000,-008.950,+0026.0,20010705,20150427
085340,99999,MONTIJO,PO,,LPMT,+38.704,-009.036,+0014.0,19830503,20150513
085350,99999,LISBOA/GEOF,PO,,,+38.717,-009.150,+0095.0,19901101,20150513
085360,99999,LISBOA,PO,,LPPT,+38.781,-009.136,+0114.0,19310103,20150513
085370,99999,ALVERCA,PO,,LPAR,+38.883,-009.030,+0003.4,19990104,20150512
085380,99999,SAGRES,PO,,,+37.000,-008.950,+0025.0,19480114,20020519
085390,99999,OTA,PO,,,+39.117,-008.983,+0049.0,19901105,20061220
085400,99999,MONTE REAL,PO,,LPMR,+39.831,-008.887,+0057.0,19901006,20150513
085410,99999,SINES/MONTES CHAOS,PO,,,+37.950,-008.867,+0103.0,19890422,20150513
085420,99999,SINES,PO,,,+37.950,-008.883,+0016.0,19800401,19810331
085430,99999,VIANA DO CASTELO,PO,,,+41.700,-008.800,+0018.0,19480111,20060322
085440,99999,OVAR/MACEDA,PO,,,+40.917,-008.633,+0022.0,19901101,20150513
085450,99999,PORTO,PO,,LPPR,+41.248,-008.681,+0069.5,19310103,20150513
085460,99999,PORTO/SERRA DO PILAR,PO,,,+41.133,-008.600,+0100.0,19901006,20080403
085470,99999,AVEIRO(PAFB),PO,,,+40.650,-008.733,+0019.0,20011104,20051208
085480,99999,COIMBRA/CERNACHE,PO,,,+40.150,-008.467,+0179.0,19960801,20150513
085490,99999,COIMBRA,PO,,,+40.200,-008.417,+0140.0,19480111,20080319
085500,99999,CORUCHE  CRUZ DO LE?O,PO,,,+39.067,-008.400,+0167.0,20040523,20060323
085510,99999,VIANA DO CASTELO-CHAPE,PO,,,+41.633,-008.800,+0048.0,20061010,20150513
085520,99999,TANCOS,PO,,LPTN,+39.475,-008.365,+0081.1,19901006,20090831
085540,99999,FARO,PO,,LPFR,+37.014,-007.966,+0007.3,19480111,20150513
085550,99999,FARO/CIDADE,PO,,,+37.017,-007.917,+0008.0,19971201,20030731
085570,99999,EVORA,PO,,,+38.567,-007.900,+0321.0,19480112,20050722
085580,99999,EVORA/C. COORD,PO,,,+38.533,-007.900,+0246.0,19950701,20150513
085581,99999,OVAR,PO,,LPOV,+40.916,-008.646,+0017.1,20040525,20150424
085600,99999,VISEU,PO,,,+40.717,-007.883,+0644.0,19971201,20150513
085610,99999,BEJA/B. AEREA,PO,,,+38.067,-007.917,+0203.0,19971201,20150513
085620,99999,BEJA,PO,,LPBJ,+38.079,-007.932,+0193.9,19480808,20150513
085660,99999,VILA REAL,PO,,,+41.317,-007.733,+0481.0,19480121,19920324
085670,99999,VILA REAL,PO,,LPVR,+41.274,-007.720,+0550.2,19920501,20150513
085680,99999,PENHAS DOURADAS,PO,,,+40.417,-007.550,+1388.0,19480113,20150513
085700,99999,CASTELO BRANCO,PO,,,+39.833,-007.483,+0384.0,19860604,20150513
085710,99999,PORTALEGRE,PO,,,+39.283,-007.417,+0590.0,19480112,20150513
085750,99999,BRAGANCA,PO,,LPBG,+41.860,-006.706,+0690.4,19480112,20150513
085790,99999,LISBOA/GAGO COUTINHO,PO,,,+38.767,-009.133,+0105.0,19840502,20150513
089140,99999,CANDANCHU  'ETUKSA',SP,,,+42.783,-000.533,+1560.0,20031016,20031016
089170,99999,SALLENT DE GALLEGO   'FURCO',SP,,,+42.767,-000.383,+1780.0,20060201,20060201
089200,99999,SALLENT DE GALLEGO   'RESPOMU,SP,,,+42.817,-000.283,+2180.0,20051101,20051101
089220,99999,PANTICOSA  'REFUGIO CASA PIED,SP,,,+42.767,-000.233,+1660.0,20050111,20050111
089480,99999,VALLTER 2000,SP,,,+42.433,+002.267,+2180.0,20031017,20051128
089600,99999,VALDELINARES  'ESQUI',SP,,,+40.383,-000.633,+1975.0,20031222,20031222
090910,99999,ARKONA (CAPE)     &,GM,,,+54.683,+013.433,+0042.0,19750701,20020729
090930,99999,BOGUS GERMAN,GM,,,,,,19901203,19911031
091610,99999,BOLTENHAGEN       &,GM,,,+54.000,+011.200,+0015.0,19750701,19911031
091620,99999,SCHWERIN          &,GM,,,+53.633,+011.417,+0059.0,19750701,19920517
091680,99999,BOGUS GERMAN,GM,,,,,,19901203,20070307
091700,99999,WARNEMUENDE,GM,,,+54.183,+012.083,+0004.0,19750701,20011121
091770,99999,TETEROW           &,GM,,,+53.767,+012.617,+0046.0,19750701,19911031
091800,99999,BARTH,GM,,ETBH,+54.333,+012.717,+0007.0,19791106,19911031
091810,99999,PAROW,GM,,ETPA,+54.367,+013.083,+0004.0,19910506,19911009
091840,99999,GREIFSWALD        &,GM,,,+54.100,+013.383,+0002.0,19771203,20020421
091850,99999,GRIEFSWALD/WIECK,GM,,,+54.100,+013.450,+0002.0,19750701,19780110
091930,99999,UECKERMUENDE (AUT),GM,,,+53.750,+014.067,+0001.0,19750701,20020518
092490,99999,BOIZENBURG (AUT)  &,GM,,,+53.383,+010.717,+0045.0,19750701,19911031
092610,99999,SEEHAUSEN/ALTMARK,GM,,,+52.900,+011.733,+0000.0,19761007,19920516
092620,99999,WITTENBERGE       &,GM,,,+53.033,+011.800,+0024.0,19750701,19770323
092640,99999,MARNITZ (AUT)     &,GM,,,+53.317,+011.933,+0081.0,19761001,19911031
092670,99999,BOGUS GERMAN,GM,,,,,,19901005,19911031
092700,99999,NEURUPPIN         &,GM,,,+52.900,+012.817,+0038.0,19750701,19911031
092770,99999,NEUGLOBSOW,GM,,,+53.150,+013.033,+0062.0,19910206,19911031
092790,99999,NEUSTRELITZ       &,GM,,,+53.350,+013.083,+0064.0,19750701,20010803
092800,99999,NEUBRANDENBURG,GM,,,+53.600,+013.317,+0079.0,19760701,19911031
092810,99999,NEUBRANDENBURG/TROL,GM,,ETNB,+53.600,+013.317,+0071.0,19910421,19911027
092890,99999,BOGUS GERMAN,GM,,,,,,19901001,19911031
092910,99999,ANGERMUENDE,GM,,,+53.017,+014.000,+0048.0,19750701,19911031
093560,99999,BOGUS GERMAN,GM,,,,,,19901101,19911031
093590,99999,GARDELEGEN (AUT)  &,GM,,,+52.517,+011.400,+0047.0,19750701,19911031
093610,99999,MAGDEBURG         &,GM,,ETMG,+52.100,+011.583,+0079.0,19750701,19920516
093650,99999,BOGUS GERMAN,GM,,,,,,19910701,19911030
093680,99999,BOGUS GERMAN,GM,,,,,,19901101,19911031
093790,99999,POTSDAM           &,GM,,,+52.383,+013.067,+0081.0,19750701,19920517
093850,99999,BERLIN/SCHONEFELD,GM,,,+52.383,+013.517,+0048.0,19750401,19920517
093890,99999,BOGUS GERMAN,GM,,,,,,19910502,19911031
093930,99999,LINDENBERG        &,GM,,,+52.217,+014.117,+0098.0,19750701,19920503
093950,99999,NEUHARDENBERG/WRIEZ,GM,,ETWN,+52.617,+014.233,+0010.0,19910511,19910912
093960,99999,BOGUS GERMAN,GM,,,,,,19901206,19911031
093980,99999,FRANKFURT/ODER,GM,,,+52.367,+014.533,+0048.0,19750701,19860622
094490,99999,LEINEFELDE (AUT)  &,GM,,,+51.383,+010.317,+0354.0,19750701,19911031
094530,99999,BROCKEN (PEAK),GM,,,+51.800,+010.617,+1142.0,19750701,19911031
094540,99999,WERNIGERODE (AUT) &,GM,,,+51.850,+010.767,+0234.0,19750701,19911031
094550,99999,BOGUS GERMAN,GM,,,,,,19901001,19910801
094580,99999,BOGUS GERMAN,GM,,,,,,19901001,20070307
094600,99999,ARTERN            &,GM,,,+51.367,+011.300,+0164.0,19750701,19911031
094690,99999,LEIPZIG/SCHKEUDITZ&,GM,,,+51.417,+012.233,+0142.0,19750701,19911031
094740,99999,WITTENBERG        &,GM,,,+51.883,+012.650,+0104.0,19750701,19911031
094790,99999,COLLMBERG (DEAD),GM,,,+51.300,+013.017,+0370.0,19750701,19910115
094800,99999,OSCHATZ,GM,,,+51.300,+013.117,+0152.0,19830201,19911031
094880,99999,DRESDEN/KLOTZSCHE,GM,,,+51.133,+013.800,+0226.0,19750401,19920516
094900,99999,DOBERLUG/KIRCHHAIN&,GM,,,+51.650,+013.583,+0097.0,19750701,20011009
094920,99999,COTTBUS,GM,,ETCB,+51.767,+014.300,+0068.0,19750701,19911003
094930,99999,PRESCHEN,GM,,ETPR,+51.667,+014.633,+0100.0,19910411,19911029
094960,99999,COTTBUS,GM,,ETCO,+51.783,+014.333,+0069.0,19830201,19911031
094990,99999,GOERLITZ,GM,,,+51.167,+014.950,+0237.0,19750702,19911031
095460,99999,BOGUS GERMAN,GM,,,+50.633,+010.150,+0487.0,19750701,19911031
095480,99999,MEININGEN         &,GM,,,+50.550,+010.367,+0448.0,19790101,19911031
095490,99999,GROSSER INSELSBERG&,GM,,,+50.850,+010.467,+0944.0,19750701,19780831
095510,99999,BOGUS GERMAN,GM,,,,,,19910701,19911031
095520,99999,SCHMUECKE (RIDGE),GM,,,+50.650,+010.767,+0935.0,19780801,19911031
095540,99999,ERFURT/BINDERSLEBN&,GM,,,+50.983,+010.967,+0315.0,19750701,19920516
095570,99999,NEUHAUS,GM,,,+50.500,+011.150,+0850.0,19900206,19911031
095580,99999,SONNEBERG/NEUFANG &,GM,,,+50.383,+011.183,+0630.0,19750701,19911031
095640,99999,BOGUS GERMAN,GM,,,,,,19901101,20070307
095650,99999,BOGUS GERMAN,GM,,,,,,19901101,19911031
095670,99999,GERA/LEUMNITZ     &,GM,,,+50.883,+012.133,+0303.0,19750702,19911031
095690,99999,PLAUEN (AUT),GM,,,+50.500,+012.150,+0408.0,19750701,19911031
095740,99999,BOGUS GERMAN,GM,,,,,,19901001,20070307
095750,99999,BOGUS GERMAN,GM,,,,,,19901001,19911031
095770,99999,KARL-MARX-STADT   &,GM,,,+50.817,+012.900,+0357.0,19750701,19911031
095780,99999,FICHTELBERG MTN   &,GM,,,+50.433,+012.950,+1213.0,19750701,20021106
095790,99999,BOGUS GERMAN,GM,,,,,,19901204,19911031
095820,99999,ZINNWALD/GEORGENFE&,GM,,,+50.733,+013.750,+0887.0,19761001,19911031
095823,99999,BOGUS EAST GERMAN,GM,,ETAR,,,,19870304,20070307
095910,99999,BOGUS GERMAN,GM,,,,,,19910501,19911031
095970,99999,BOGUS GERMAN,GM,,,,,,19910101,19910706
100001,99999,NIEDERRHEIN,GM,,EDLV,+51.602,+006.142,+0032.3,20050101,20150512
100010,99999,FORSCHUNGS PLATFORM,GM,,,+54.700,+007.167,+0024.0,19310101,20030203
100020,99999,BORKUMRIFF(LGT-VSL),GM,,,+53.800,+006.367,+0006.0,19280101,19891216
100030,99999,LIGHTSHIP 01 WESER,GM,,,+53.867,+007.833,+0005.0,19310101,19900219
100031,99999,LIGHTSHIP 01 WESER,GM,,,+53.917,+007.833,+0000.0,19730101,19810923
100040,99999,UFS TW/EMS (AUT),GM,,,+54.167,+006.350,+0003.0,19590805,20030816
100050,99999,ELBE 1 (LGT-VSL),GM,,,+54.000,+008.117,+0005.0,19310101,19921231
100060,99999,NORDSEEBOJE III,GM,,,+54.683,+006.750,+0005.0,19310101,20090603
100065,99999,MARIENLEUCHTE,GM,,,+54.500,+011.233,+0004.0,19730101,19730601
100070,99999,UFS DEUTSCHE BUCHT,GM,,,+54.183,+007.433,+0003.0,19730101,20030816
100080,99999,NORDSEEBOJE I,GM,,,+55.000,+006.333,+0003.0,19310101,20090401
100150,99999,HELGOLAND/DUNE,GM,,,+54.183,+007.900,+0004.0,19730101,20030816
100155,99999,HELGOLAND,GM,,,+54.200,+007.883,+0004.0,19730101,19740205
100180,99999,WESTERLAND SYLT,GM,,EDXW,+54.913,+008.340,+0015.5,19890318,20150512
100195,99999,WESTERLAND/SYLT   &,GM,,EDHX,+54.917,+008.350,+0016.0,19780601,19811005
100196,99999,WESTERLAND/SYLT,GM,,,+54.917,+008.350,+0016.0,19870416,19881009
100200,99999,LIST/SYLT,GM,,,+55.017,+008.417,+0026.0,19340101,20030816
100220,99999,LECK,GM,,,+54.800,+008.950,+0017.0,19730101,20121231
100260,99999,HUSUM (GER-AFB),GM,,,+54.517,+009.150,+0028.0,19730101,19921231
100280,99999,ST PETER-ORDING,GM,,,+54.333,+008.600,+0011.0,20010915,20121231
100330,99999,MEIERWIK,GM,,ETGG,+54.833,+009.500,+0033.0,19360101,20150513
100340,99999,EGGEBEK,GM,,ETME,+54.625,+009.346,+0020.0,19730101,20050629
100350,99999,SCHLESWIG,GM,,,+54.533,+009.550,+0043.0,19590805,20030816
100370,99999,SCHLESWIG,GM,,ETNS,+54.459,+009.516,+0021.3,19420101,20150513
100380,99999,HOHN,GM,,ETNH,+54.312,+009.538,+0011.9,19730101,20150513
100420,99999,OLPENITZ (AUT),GM,,,+54.667,+010.033,+0004.0,19750606,20030816
100430,99999,FEHMARNBELT,GM,,,+54.600,+011.150,+0008.0,20090130,20090302
100440,99999,KIEL (LGT-H/AUT),GM,,,+54.500,+010.283,+0021.0,19370815,20030816
100450,99999,KIEL/KRONSHAGEN,GM,,,+54.333,+010.100,+0019.0,19340101,19900301
100460,99999,KIEL/HOLTENAU(GNVY),GM,,ETMK,+54.383,+010.150,+0031.0,19290801,20030816
100465,99999,KIEL HOLTENAU,GM,,EDHK,+54.380,+010.145,+0030.8,19950827,20150512
100480,99999,FRIEDRICHSORT,GM,,,+54.383,+010.183,+0011.0,19750523,20010925
100550,99999,FEHMAR,GM,,,+54.533,+011.067,+0009.0,19960901,20121231
100630,99999,PUTTGARDEN (AUT),GM,,,+54.500,+011.217,+0003.0,19860604,19921231
100670,99999,MARIENLEUCHTE,GM,,,+54.500,+011.233,+0012.0,19310101,20120601
100910,99999,ARKONA (CAPE),GM,,,+54.683,+013.433,+0041.0,19310101,20030816
100930,99999,PUTBUS,GM,,,+54.367,+013.483,+0034.0,19911101,20030816
100970,99999,GREIFSWALDER OIE,GM,,,+54.250,+013.917,+0012.0,20010705,20121231
100974,99999,GREIFSWALDER OIE,GM,,,+54.250,+013.917,+0012.0,20020410,20031028
101130,99999,NORDERNEY ISLAND,GM,,,+53.717,+007.150,+0013.0,19350206,20030816
101200,99999,HELGOLAND ISLAND,GM,,,+54.183,+007.883,+0053.0,19290801,20050110
101220,99999,JEVER,GM,,ETNJ,+53.534,+007.889,+0007.3,19370105,20130926
101225,99999,WITTMUND,GM,,,+53.583,+007.817,+0001.0,19730101,19730330
101230,99999,WANGEROGGE ISLAND,GM,,,+53.800,+007.900,+0029.0,19870320,20081027
101240,99999,ALTE WESER (LGT-H),GM,,,+53.867,+008.132,+0032.0,19800307,20030816
101250,99999,WILHELMSHAVEN-MARIE,GM,,,+53.500,+008.050,+0005.0,20010917,20041112
101260,99999,WITTMUNDHAFEN,GM,,ETNT,+53.548,+007.667,+0007.9,19730101,20150513
101270,99999,WILHELMSHAVEN,GM,,,+53.533,+008.167,+0011.0,19290801,20090301
101280,99999,SENGWARDEN,GM,,EDZE,+53.583,+008.033,+0001.0,19730101,19830704
101281,99999,SENGWARDEN,GM,,,+53.583,+008.033,+0001.0,19881014,19900110
101286,99999,WILHEIMSHAVEN,GM,,,+53.517,+008.133,+0004.0,19730101,19730601
101290,99999,BREMERHAVEN,GM,,,+53.533,+008.583,+0007.0,19490101,20030816
101300,99999,ELPERSBUETTEL (AUT),GM,,,+54.067,+009.017,+0001.0,19821104,20030816
101310,99999,CUXHAVEN,GM,,,+53.867,+008.700,+0004.0,19310101,20030816
101330,99999,SAINT MICHAELISDONN,GM,,,+53.983,+009.150,+0041.0,20031203,20040614
101360,99999,NORDHOLZ,GM,,ETMN,+53.768,+008.659,+0022.6,19460901,20150513
101390,99999,BREMERVOERDE (AUT),GM,,,+53.500,+009.167,+0005.0,19900403,20030816
101420,99999,ITZEHOE,GM,,ETHI,+53.983,+009.567,+0026.0,19730102,20121231
101430,99999,NEUMUNSTER/WASBEK,GM,,EDHN,+54.083,+009.983,+0025.0,19420101,19921231
101440,99999,UETERSEN,GM,,,+53.650,+009.700,+0007.0,19730622,20040522
101445,99999,HAMBURG/FINKENWERDE,GM,,,+53.550,+009.833,+0000.0,19880201,19881027
