USAF,WBAN,STATION NAME,CTRY,ST,CALL,LAT,LON,ELEV(M),BEGIN,END
071340,99999,LAVAL-ETRONNIER,FR,,LFOV,+48.033,-000.733,+0097.0,19880621,20150513
071390,99999,ALENCON/VALFRAMBERT,FR,,LFOF,+48.450,+000.117,+0141.0,19730101,20150513
071400,99999,CHATEAUDUN,FR,,LFOC,+48.058,+001.377,+0132.0,19730101,20150513
071411,99999,DREUX,FR,,,+48.733,+001.367,+0186.0,20070307,20070307
071430,99999,CHARTRES/CHAMPOL,FR,,LFOR,+48.467,+001.517,+0156.0,19360617,20150513
071440,99999,BOGUS FRENCH,FR,,,,,,19840507,19900925
071450,99999,TRAPPES,FR,,,+48.767,+002.000,+0168.0,19870518,20150513
071460,99999,TOUSSUS LE NOBLE,FR,,LFPN,+48.752,+002.106,+0164.0,19730101,20150513
071465,99999,LA CROIX DU BOIS,FR,,,+48.750,+002.067,+0131.0,19740315,19740516
071470,99999,VELIZY,FR,,LFPV,+48.774,+002.202,+0178.0,19420101,20150513
071480,99999,BRETIGNY,FR,,,+48.600,+002.333,+0080.0,19740102,20051130
071490,99999,ORLY,FR,,LFPO,+48.725,+002.359,+0088.7,19370601,20150513
071500,99999,LE BOURGET,FR,,LFPB,+48.969,+002.441,+0066.4,19280104,20150513
071515,99999,MAZAMET,FR,,LFCK,+43.556,+002.289,+0240.2,20061025,20150513
071530,99999,VILLAROCHE,FR,,LFPM,+48.605,+002.671,+0092.0,19730328,20150513
071540,99999,PARIS ST-MAUR,FR,,,+48.800,+002.500,+0050.0,19840504,20021107
071550,99999,COULOMMIERS,FR,,,+48.817,+003.083,+0143.0,19421201,19440731
071560,99999,PARIS-MONTSOURIS,FR,,,+48.817,+002.333,+0077.0,19831201,20150513
071570,99999,CHARLES DE GAULLE,FR,,LFPG,+49.013,+002.550,+0119.5,19740419,20150513
071581,99999,DAMMARTIN EN GOELE,FR,,,+49.067,+002.683,+0172.0,20070227,20070227
071604,99999,PLOUJEAN,FR,,LFRU,+48.603,-003.816,+0082.9,20141229,20150512
071650,99999,VATRY,FR,,LFOK,+48.776,+004.184,+0178.9,19751203,20150513
071653,99999,CHALONS/VATRY FAFB&,FR,,LFOK,+48.783,+004.183,+0179.0,19580901,19900517
071660,99999,VATRY AERO,FR,,,+48.767,+004.150,+0179.0,20111129,20150513
071670,99999,ARCIS SUR AUBE,FR,,,+48.467,+004.317,+0166.0,20050609,20070227
071680,99999,BARBEREY,FR,,LFQB,+48.322,+004.017,+0118.3,19750618,20150513
071690,99999,ROBINSON,FR,,LFSI,+48.636,+004.899,+0139.6,19420101,20150513
071700,99999,DAMBLAIN(FAFB),FR,,,+48.083,+005.667,+0390.0,20031111,20061023
071704,99999,DAMBLAIN (FAFB),FR,,LFYD,+48.100,+005.650,+0390.0,19800807,19840329
071710,99999,BAR LE DUC,FR,,,+48.767,+005.150,+0279.0,20070227,20070227
071720,99999,LOXEVILLE,FR,,,+48.750,+005.400,+0313.0,19730102,19870830
071730,99999,EPINAL-DOGNEVILLE,FR,,,+48.200,+006.433,+0320.0,19860604,20091125
071790,34051,TOUL / ROSIERES,FR,,LFSL,+48.783,+005.983,+0286.0,19730101,20150513
071790,99999,TOUL/ROSIERES,FR,,LFSL,+48.783,+005.983,+0286.0,20000214,20000214
071800,99999,ESSEY,FR,,LFSN,+48.692,+006.230,+0228.9,19260404,20150513
071810,99999,OCHEY,FR,,LFSO,+48.583,+005.955,+0337.1,19730101,20150513
071813,99999,BRETIGNY SUR ORGE,FR,,LFPY,+48.597,+002.331,+0084.0,19980202,20070307
071820,99999,RECHICOURT,FR,,,+48.717,+006.583,+0297.0,19360102,20070227
071825,99999,MIRECOURT,FR,,LFSG,+48.325,+006.070,+0330.4,20070227,20150513
071840,99999,SAVERNE,FR,,,+48.733,+007.350,+0205.0,19360102,19381231
071860,34062,PHALSBOURG,FR,,,+48.817,+007.200,+0313.0,19730101,19880929
071860,99999,PHALSBOURG,FR,,,+48.767,+007.300,+0377.0,20020701,20070227
071900,99999,ENTZHEIM,FR,,LFST,+48.538,+007.628,+0153.9,19310101,20150513
071910,99999,BOGUS FRENCH,FR,,,,,,19860801,20070307
071950,99999,STRASBOURG-NEUHOF,FR,,,+48.550,+007.783,+0042.0,19420102,19431231
071970,99999,MEYENHEIM,FR,,LFSC,+47.917,+007.400,+0211.2,19730101,20150513
072000,99999,PENMARCH,FR,,,+47.800,-004.367,+0019.0,19360102,20150513
072010,99999,PLUGUFFAN,FR,,LFRQ,+47.975,-004.168,+0090.5,19730102,20150513
072030,99999,BEG MELEN,FR,,,+47.650,-003.500,+0054.0,19811104,20150513
072050,99999,LANN BIHOUE,FR,,LFRH,+47.761,-003.440,+0048.8,19730101,20150513
072070,99999,POINTE DU TALUT,FR,,,+47.300,-003.167,+0043.0,19310102,20150513
072080,99999,QUIBEKON / ST JULIEN,FR,,,+47.500,-003.117,+0030.0,19830701,20150112
072100,99999,VANNES/SENE,FR,,LFRV,+47.600,-002.717,+0003.0,19870601,20150513
072160,99999,CHEMOULIN,FR,,,+47.233,-002.300,+0020.0,20010919,20150513
072170,99999,MONTOIR,FR,,LFRZ,+47.312,-002.149,+0004.0,19730101,20150513
072220,99999,NANTES ATLANTIQUE,FR,,LFRS,+47.153,-001.611,+0027.4,19370601,20150513
072230,99999,TREILLIERES,FR,,,+47.333,-001.650,+0080.0,20031223,20080927
072300,99999,BEAUCOUZE,FR,,LFRA,+47.483,-000.600,+0050.0,19360616,20150513
072350,99999,ARNAGE,FR,,LFRM,+47.949,+000.202,+0059.1,19730103,20150513
072400,99999,VAL DE LOIRE,FR,,LFOT,+47.432,+000.728,+0108.8,19310101,20150513
072450,99999,LE BREUIL,FR,,LFOQ,+47.678,+001.209,+0121.3,20010919,20150513
072470,99999,ROMORANTIN/PRUNIERS,FR,,LFYR,+47.317,+001.683,+0086.0,19360701,20150513
072490,99999,BRICY,FR,,LFOJ,+47.988,+001.761,+0125.6,19360102,20150513
072550,99999,BOURGES,FR,,LFLD,+47.058,+002.370,+0161.2,19730101,20150513
072553,99999,TAVAUX,FR,,LFGJ,+47.039,+005.427,+0196.6,19980201,20150513
072554,99999,AVORD,FR,,LFOA,+47.053,+002.633,+0176.8,19980201,20150513
072570,99999,AVORD,FR,,,+47.050,+002.650,+0177.0,19310401,20150513
072600,99999,FOURCHAMBAULT,FR,,LFQG,+47.003,+003.113,+0183.5,19730102,20150513
072650,99999,AUXERRE,FR,,,+47.800,+003.550,+0212.0,19360615,20121231
072660,99999,BRANCHES,FR,,LFLA,+47.850,+003.497,+0159.4,20130101,20150513
072700,99999,CHATEAU-CHINON,FR,,,+47.067,+003.933,+0598.0,19730101,20041116
072760,99999,CHATILLON-SUR-SEINE,FR,,LFQH,+47.850,+004.550,+0264.0,19730101,20030324
072795,99999,DIJON/VAL SUZON,FR,,LFGI,+00.000,+000.000,-0999.0,19840909,19860707
072800,99999,LONGVIC,FR,,LFSD,+47.269,+005.090,+0221.3,19310101,20150513
072830,99999,LANGRES,FR,,,+47.850,+005.333,+0467.0,19730101,20150513
072835,99999,DOLE/TAVAUX,FR,,,+47.050,+005.433,+0196.0,19440919,19750818
072880,99999,BESANCON/THISE(AUT),FR,,LFSA,+47.250,+005.983,+0309.0,19730101,20150513
072920,99999,SAINT SAUVEUR,FR,,LFSX,+47.783,+006.364,+0278.3,19410301,20150513
072950,99999,BELFORT/FONTAINE,FR,,LFSQ,+47.633,+006.867,+0423.0,19730103,20090915
072955,99999,LURE/MALBOUHANS AFB,FR,,LFYL,+47.700,+006.550,+0317.0,19810309,19840328
072960,99999,DORANS,FR,,,+47.650,+006.833,+0401.0,20100611,20150513
072990,99999,BALE MULHOUSE,FR,,LFSB,+47.590,+007.530,+0269.7,19730101,20150513
073000,99999,SAINT-SAUVEUR,FR,,,+46.700,-002.333,+0032.0,19730101,20150513
073013,99999,NIORT/SOUCHE,FR,,,+46.317,-000.400,+0061.0,19860605,19901016
073060,99999,LES AJONCS,FR,,LFRI,+46.702,-001.379,+0091.1,19830405,20150513
073110,99999,POINTE DES BALEINES,FR,,,+46.250,-001.567,+0010.0,19880111,20150513
073140,99999,CHASSIRON,FR,,,+46.050,-001.417,+0022.0,19730101,20150513
073150,99999,LA ROCHELLE,FR,,,+46.150,-001.150,+0010.0,19290801,20150513
073151,99999,LA ROCHELLE/LALEU,FR,,LFBH,+46.183,-001.183,+0022.0,19761201,19790310
073160,99999,ILE DE RE,FR,,LFBH,+46.179,-001.195,+0022.6,20040803,20150513
073170,99999,BISCAROSSE / PARENTIS,FR,,LFWC,+44.433,-001.250,+0039.0,20040803,20150513
073175,99999,BRAY,FR,,LFAQ,+49.972,+002.698,+0110.9,20070822,20150513
073300,99999,SOUCHE,FR,,LFBN,+46.311,-000.402,+0061.9,19860101,20150513
073350,99999,BIARD,FR,,LFBI,+46.588,+000.307,+0128.9,19360615,20150513
073540,34048,CHATEAURROUX DEOLS,FR,,LFLX,+46.867,+001.717,+0157.0,19360102,20150513
073540,99999,DEOLS,FR,,LFLX,+46.862,+001.731,+0161.2,20000101,20041231
073600,99999,GUERET,FR,,,+46.167,+001.867,+0551.0,19871001,20120403
073610,99999,GUERET ST LAURENT,FR,,,+46.183,+001.950,+0366.0,20120103,20150513
073625,99999,MONTLUCON GUERET,FR,,LFBK,+46.225,+002.363,+0416.7,19840910,20080407
073740,99999,CHARMEIL,FR,,LFLV,+46.170,+003.404,+0249.0,19730101,20150513
073790,99999,SAINT YAN,FR,,LFLN,+46.413,+004.013,+0242.6,19730103,20150513
073820,99999,MONT SAINT VINCENT,FR,,,+46.650,+004.433,+0603.0,19730101,20020311
073850,99999,CHARNAY,FR,,LFLM,+46.295,+004.796,+0221.9,19730101,20150513
073860,99999,DOLE-TAVAUX,FR,,,+47.033,+005.417,+0195.0,20010919,20150513
073865,99999,CHAMPFORGEUIL,FR,,LFLH,+46.826,+004.818,+0189.9,19840911,19850810
073900,99999,LONS-LE-SAUNIER,FR,,,+46.683,+005.517,+0279.0,19870622,20090623
073901,99999,MARCE,FR,,LFJR,+47.560,-000.312,+0059.1,20040510,20150513
073930,99999,DOUBS,FR,,,+05.083,+006.350,+0806.0,19801001,19810601
073940,99999,MORBIER,FR,,,+46.567,+006.033,+0928.0,19740111,19910521
073960,99999,PONTARLIER,FR,,,+46.900,+006.333,+0817.0,19740111,19850610
074000,99999,LA COUBRE,FR,,,+45.700,-001.233,+0006.0,19360616,20051012
074120,99999,CHATEAUBERNARD,FR,,LFBG,+45.658,-000.318,+0031.1,19730101,20150513
074200,99999,CHAMPNIERS,FR,,LFBU,+45.717,+000.217,+0133.0,19310402,20150513
074280,99999,BASSILLAC,FR,,LFBX,+45.198,+000.816,+0100.0,19730101,20060608
074300,99999,LA COURTINE,FR,,,+45.700,+002.250,+0765.0,19311105,19371130
074340,99999,BELLEGARDE,FR,,LFBL,+45.863,+001.179,+0396.2,19730101,20150513
074380,99999,LA ROCHE,FR,,LFBV,+45.151,+001.469,+0115.5,19871001,20150513
074385,99999,BRIVE/LA ROCHE,FR,,,+45.150,+001.467,+0114.0,19840910,19901016
074420,99999,PUY DE DOME,FR,,,+45.767,+002.967,+1461.0,19360101,19820601
074600,99999,AUVERGNE,FR,,LFLC,+45.787,+003.169,+0332.2,19310102,20150513
074690,99999,CHAMONIX,FR,,,+45.930,+006.880,+1042.0,20050201,20090520
074700,99999,LE PUY CITY,FR,,,+45.050,+003.900,+0714.0,19310101,19840807
074710,99999,LOUDES,FR,,LFHP,+45.081,+003.763,+0832.4,19831201,20150513
074750,99999,BOUTHEON,FR,,LFMH,+45.541,+004.296,+0403.9,19730101,20150513
074760,99999,CAUMONT,FR,,LFMV,+43.907,+004.902,+0037.8,20040831,20150513
074765,99999,CORMEILLES EN VEXIN,FR,,LFPT,+49.097,+002.041,+0099.1,20081022,20150513
074770,99999,LES SAUVAGES,FR,,,+45.933,+004.383,+0720.0,19730101,20150513
074800,99999,BRON,FR,,LFLY,+45.727,+004.944,+0200.9,19730101,20150513
074810,99999,SAINT EXUPERY,FR,,LFLL,+45.726,+005.091,+0250.2,19310103,20150513
074820,99999,AMBERIEU,FR,,LFXA,+45.987,+005.328,+0250.9,19801029,20150513
074840,99999,VILLARS DE LANS,FR,,,+45.067,+005.517,+1012.0,20070823,20150512
074850,99999,GRENOBLE,FR,,,+45.167,+005.767,+0212.0,19830701,20131007
074860,99999,SAINT GEOIRS,FR,,LFLS,+45.363,+005.329,+0396.8,19730101,20150513
074864,99999,CHALON/CHAMPFORGEUI,FR,,,+45.450,+004.933,+0189.0,19801201,19840802
074870,99999,GRENONBLE LVD,FR,,,+45.220,+005.850,+0220.0,20050201,20150513
074890,99999,SAINT-PANCRASSE,FR,,,+45.300,+005.867,+1154.0,19310104,20150512
074900,99999,MEYTHET,FR,,LFLP,+45.929,+006.099,+0463.6,20100611,20150513
074910,99999,AIX LES BAINS,FR,,LFLB,+45.638,+005.880,+0237.4,19730101,20150513
074920,99999,CHALLES-LES-EAUX,FR,,,+45.567,+005.983,+0295.0,19730101,19730628
074940,99999,ANNECY / MEYTHET,FR,,,+45.933,+006.100,+0463.0,19831201,20130430
074949,99999,ANNECY/MEYTHET,FR,,,+45.933,+006.100,+0463.0,20070226,20100406
074950,99999,MEGEVE,FR,,,+45.867,+006.617,+0950.0,20050824,20150329
074960,99999,MODANE AVRIEUX,FR,,,+45.217,+006.717,+1104.0,19360106,20120502
074965,99999,DIJON/VAL SUZON,FR,,,+47.383,+004.933,-0999.0,19810625,19840805
074970,99999,BOURG ST-MAURICE,FR,,,+45.617,+006.767,+0868.0,19730101,20150513
074985,99999,BRIVE/LA ROCHE,FR,,,+45.150,+001.467,+0113.0,19770201,19840727
074990,99999,CHAMONIX,FR,,,+45.917,+006.867,+1050.0,20100612,20150512
075000,99999,CAP FERRET,FR,,,+44.633,-001.250,+0010.0,19730101,20150513
075020,99999,CAZAUX,FR,,LFBC,+44.533,-001.125,+0025.6,19360706,20150513
075030,99999,BISCAROSSE/PARENTIS,FR,,LFBS,+44.433,-001.250,+0039.0,19740301,20150513
075100,99999,MERIGNAC,FR,,LFBD,+44.828,-000.716,+0049.4,19310101,20150513
075170,99999,CAPTIEUX WEATHER,FR,,,+44.183,-000.283,+0133.0,19740102,20030130
075173,99999,CAPTIEUX MET,FR,,,+44.183,-000.283,+0133.0,19880421,19880502
075240,99999,LA GARENNE,FR,,LFBA,+44.175,+000.591,+0062.2,19730101,20150513
075280,99999,BERGERAC,FR,,,+44.850,+000.483,+0033.0,19811001,20060314
075290,99999,BERGERAC/ROUMANIERE,FR,,,+44.817,+000.517,+0051.0,19730101,19880105
075293,99999,BERGERAC/ROUMANIERE,FR,,,+44.817,+000.517,+0051.0,19880105,19880614
075300,99999,ROUMANIERE,FR,,LFBE,+44.825,+000.519,+0052.1,19880502,20150513
075350,99999,GOURDON,FR,,,+44.750,+001.400,+0261.0,19730101,20150513
075400,99999,MONTAUBAN,FR,,LFDB,+44.026,+001.378,+0107.0,20010919,20150513
075490,99999,AURILLAC,FR,,LFLW,+44.891,+002.422,+0638.9,19790215,20150513
075500,99999,AURILLAC CITY,FR,,,+44.900,+002.417,+0644.0,19730101,19840818
075520,99999,MARCILLAC,FR,,LFCR,+44.408,+002.483,+0582.2,19740318,20150513
075540,99999,MENDE,FR,,,+44.533,+003.450,+0716.0,19850301,20150513
075550,99999,CASSAGNES BEGONHES,FR,,LFIG,+44.178,+002.515,+0616.9,19830601,20081230
075580,99999,MILLAU,FR,,,+44.117,+003.017,+0720.0,19360618,20150513
075600,99999,MONT AIGOUAL,FR,,,+44.117,+003.583,+1565.0,19360107,20150513
075615,99999,BRENOUX,FR,,LFNB,+44.502,+003.533,+1024.7,19770501,20090205
075630,99999,AVIGNON,FR,,,+43.900,+004.900,+0048.0,20050201,20150513
075700,99999,LANAS SYN,FR,,,+44.533,+004.367,+0280.0,19880301,20150513
075770,99999,MONTELIMAR/ANCONE,FR,,LFLQ,+44.583,+004.733,+0074.0,19310401,20150513
075790,99999,CARITAT,FR,,LFMO,+44.140,+004.867,+0060.0,19730101,20150513
075795,99999,CHABEUIL,FR,,LFLU,+44.922,+004.970,+0160.0,20140901,20150512
075860,99999,CARPENTRAS,FR,,,+44.083,+005.050,+0105.0,19760309,20150513
075864,99999,CHATEAU-ARNOUX,FR,,,+44.100,+006.000,-0999.0,19810310,19901029
075870,99999,LUS-LA-CROIX-HAUTE,FR,,,+44.683,+005.717,+1069.0,19730101,20030104
075880,99999,ST-AUBAN-SUR-DURANC,FR,,LFMX,+44.067,+006.000,+0461.0,19730101,20150513
075890,99999,SAINT CHRISTOPHE / OISANS,FR,,,+44.933,+006.250,+1570.0,19360702,20150512
075900,99999,GAP / TALLARD,FR,,,+44.567,+006.083,+0733.0,20060109,20150512
075910,99999,EMBRUN,FR,,,+44.567,+006.500,+0876.0,19730101,20150513
075920,99999,GUILLESTRE,FR,,,+44.667,+006.650,+0995.0,19400701,20121227
075930,99999,BRIANCON,FR,,,+44.917,+006.650,+1336.0,19340801,20101231
076000,99999,SOCOA,FR,,,+43.400,-001.683,+0025.0,19840616,20150513
076020,99999,ANGLET,FR,,LFBZ,+43.468,-001.523,+0074.7,19290801,20150513
076030,99999,DAX SEYRESSE,FR,,LFBY,+43.683,-001.067,+0033.0,19730101,20150513
076070,99999,MONT DE MARSAN,FR,,LFBM,+43.912,-000.508,+0061.9,19310401,20150513
076100,99999,PAU PYRENEES,FR,,LFBP,+43.380,-000.419,+0187.8,19360615,20150513
076103,99999,PAU/IDRON,FR,,,+43.283,-000.317,-0999.0,19820927,19840808
076210,99999,LOURDES,FR,,LFBT,+43.179,-000.006,+0384.0,19730101,20150513
076220,99999,LAMOTHE,FR,,LFDH,+43.688,+000.602,+0125.3,19841201,20150513
076230,99999,AUCH-IN-ARMAGNAC,FR,,,+43.633,+000.600,+0133.0,19820401,19880105
076231,99999,AUCH-IN-ARMAGNAC,FR,,,+43.633,+000.600,+0133.0,19850522,19850626
076233,99999,LAMOTHE/AUCH,FR,,,+43.683,+000.600,+0125.0,19880105,19900612
076270,99999,ANTICHAN,FR,,LFCG,+43.008,+001.103,+0417.0,19730101,20150513
076280,99999,MURET-LHERM,FR,,,+43.450,+001.250,+0189.0,20100611,20150513
076293,99999,LHERM,FR,,LFBR,+43.449,+001.263,+0189.6,20100611,20150513
076300,99999,BLAGNAC,FR,,LFBO,+43.629,+001.364,+0152.1,19730101,20150513
076303,99999,MONTAUBAN,FR,,,+44.017,+001.383,+0110.0,19980202,20040908
076304,99999,SAINT CHRISTOL,FR,,LFXI,+44.050,+005.500,+0834.0,19980202,19990528
076310,99999,FRANCAZAL,FR,,LFBF,+43.546,+001.368,+0163.1,19310101,20150513
076320,99999,LE SEQUESTRE,FR,,LFCI,+43.914,+002.113,+0171.9,19890101,20150513
076323,99999,ALBI/LE SEQUESTRE &,FR,,,+43.917,+002.100,+0167.0,19900517,19900612
076350,99999,SALVAZA,FR,,LFMK,+43.216,+002.306,+0132.0,19730101,20150513
076360,99999,BOGUS FRENCH,FR,,,,,,19841123,20020109
076380,99999,BEZIERS VIAS,FR,,,+43.317,+003.350,+0016.0,20050201,20150513
076400,99999,ALBI/LE SEQUESTRE &,FR,,,+43.917,+002.100,+0167.0,19730101,19900513
076410,99999,SETE,FR,,,+43.400,+003.700,+0077.0,19360615,20150513
076415,99999,VIAS,FR,,LFMU,+43.324,+003.354,+0017.1,19750717,20150513
076430,99999,MEDITERRANEE,FR,,LFMT,+43.576,+003.963,+0005.2,19730101,20150513
076450,99999,NIMES/COURBESSAC,FR,,LFME,+43.867,+004.400,+0062.0,19360615,20150513
076460,99999,GARONS,FR,,LFTW,+43.757,+004.416,+0094.2,19730101,20150513
076470,99999,LE TUBE,FR,,LFMI,+43.523,+004.924,+0025.0,19360702,20150513
076480,99999,SALON,FR,,LFMY,+43.606,+005.109,+0059.4,19730202,20150513
076490,99999,AIX LES MILLES,FR,,LFMA,+43.506,+005.368,+0111.9,19760401,20050605
076500,99999,PROVENCE,FR,,LFML,+43.436,+005.214,+0022.6,19310101,20150513
076510,99999,BOGUS FRENCH,FR,,,+00.000,+000.000,-0999.0,19841201,20150513
076520,99999,CAP POMEGUES,FR,,,+43.267,+005.300,+0070.0,19730101,20011210
076530,99999,CAP COURONNE,FR,,,+43.333,+005.050,+0027.0,19750715,20150513
076560,99999,BEC DE LAIGLE,FR,,,+43.183,+005.583,+0315.0,19760309,20150513
076570,99999,APT/ST. CHRISTOL AB,FR,,,+44.050,+005.483,+0837.0,19750122,20021201
076580,99999,NIMES MANDUEL,FR,,,+43.800,+004.500,+0077.0,20031213,20040529
076600,99999,TOULON,FR,,,+43.100,+005.933,+0025.0,19360403,20150513
076610,99999,CAP CEPET,FR,,,+43.083,+005.933,+0134.0,19760302,20150513
076630,99999,PIERREFEN/NAVY,FR,,,+43.250,+006.133,+0081.0,19840102,20040326
076660,99999,LEUCATE,FR,,,+42.917,+003.067,+0050.0,20010919,20150513
076670,99999,LE PALYVESTRE,FR,,LFTH,+43.097,+006.146,+0002.1,19730101,20150513
076700,99999,PORQUEROLLES,FR,,,+43.000,+006.233,+0147.0,19730101,20150512
076720,99999,LA MOLE,FR,,,+43.200,+006.483,+0018.0,19830605,19880806
076750,99999,LE CANNET,FR,,LFMC,+43.385,+006.387,+0080.8,19760309,20150513
076770,99999,CAPE CAMARAT,FR,,,+43.200,+006.683,+0112.0,19750715,20150513
076780,99999,TOULON/ILE DU LEVAN,FR,,,+43.033,+006.467,+0131.0,19760309,20150513
076800,99999,SAINT-RAPHAEL,FR,,,+43.417,+006.750,+0006.0,19440804,20130101
076810,99999,LE DRAMONT,FR,,,+43.417,+006.850,+0126.0,20090801,20150513
076820,99999,GRASSE-IN-PROVENCE,FR,,,+43.750,+006.917,+1269.0,19810301,19860217
076840,99999,MANDELIEU,FR,,LFMD,+43.542,+006.953,+0004.0,19810203,20150513
076870,99999,SAINT-ANTOINE GINE,FR,,,+43.717,+007.217,+0003.0,19310106,19381231
076880,99999,LA GAROUPE,FR,,,+43.567,+007.133,+0082.0,19750916,20150513
076900,99999,COTE D AZUR,FR,,LFMN,+43.658,+007.216,+0003.7,19451001,20150513
076950,99999,CAP FERRAT,FR,,,+43.683,+007.333,+0144.0,19730101,20100412
077200,99999,PIC DU MIDI,FR,,,+42.933,+000.150,+2883.0,19730101,19850919
077370,99999,FORMIGUERES,FR,,,+42.610,+002.100,+1530.0,19860801,20141213
077380,99999,LES ESCALDES,FR,,,+42.483,+001.983,+1432.0,19820401,20131122
077385,99999,LA MONTAGNE-NOIRE,FR,,LFMG,+43.383,+001.983,+0450.0,19730201,19820416
077400,99999,SAINT LEOCADIE,FR,,,+42.450,+002.000,+1328.0,19820401,20141214
077420,99999,ST MICHEL DE CUXA,FR,,,+43.433,+002.417,+0450.0,19830605,20141027
077430,99999,BOGUS FRENCH,FR,,,,,,19831201,20040111
077440,99999,BOGUS FRENCH,FR,,,,,,19840401,19911231
077470,99999,RIVESALTES,FR,,LFMP,+42.740,+002.871,+0043.9,19290801,20150513
077490,99999,CAP BEAR,FR,,,+42.517,+003.133,+0086.0,19730102,20150513
077520,99999,LA PARATA,FR,,,+41.917,+008.617,+0040.0,19360617,20150513
077530,99999,ILE ROUSSE,FR,,,+42.633,+008.917,+0153.0,19881001,20150513
077540,99999,SAINT CATHERINE,FR,,LFKC,+42.531,+008.793,+0063.7,19730101,20150513
077560,99999,CAPE CAVALLO,FR,,,+42.517,+008.683,+0302.0,19730101,19880802
077610,99999,CAMPO DELL ORO,FR,,LFKJ,+41.924,+008.803,+0005.5,19360616,20150513
077650,99999,SOLENZARA,FR,,LFKS,+41.924,+009.406,+0008.5,19730101,20150513
077680,99999,LA CHIAPPA,FR,,,+41.600,+009.367,+0068.0,19360615,20150513
077700,99999,CAP PERTUSATO,FR,,,+41.367,+009.167,+0116.0,19360703,20150513
077750,99999,ALISTRO,FR,,,+42.267,+009.533,+0077.0,20010919,20150513
077800,99999,SUD CORSE,FR,,LFKF,+41.501,+009.098,+0026.5,19800401,20150513
077850,99999,CAP CORSE,FR,,,+43.000,+009.350,+0106.0,19360615,20150513
077880,99999,CARDO,FR,,,+42.683,+009.417,+0289.0,19360615,19381031
077900,99999,PORETTA,FR,,LFKB,+42.553,+009.484,+0007.9,19450518,20150513
077910,99999,CAPE SAGRO,FR,,,+42.800,+009.483,+0120.0,19431204,20150512
077950,99999,BOGUS FRENCH,FR,,,,,,19840809,19890517
078230,99999,BOGUS FRENCH,FR,,,,,,19880530,20030827
078260,99999,BOGUS FRENCH,FR,,,,,,19870704,19890330
078270,99999,BOGUS FRENCH,FR,,,,,,19860801,20041111
078450,99999,BOGUS FRENCH,FR,,,,,,19860801,20010926
078760,99999,GRAND BORNAND,FR,,,+45.967,+006.467,+1270.0,20090901,20150512
079030,99999,METZ-NANCY-LORRAINE,FR,,,+48.983,+006.250,+0264.0,19911211,19920325
080001,99999,MADEIRA,PO,,LPMA,+32.698,-016.774,+0058.5,20040510,20150513
080010,99999,LA CORUNA,SP,,,+43.367,-008.417,+0067.0,19310101,20150513
080020,99999,A CORUNA,SP,,LECO,+43.302,-008.377,+0098.5,19741001,20150512
080030,99999,MONTEVENTOSO,SP,,,+43.483,-008.317,+0240.0,19730101,20050211
080050,99999,EL FERROL,SP,,,+43.483,-008.233,+0009.0,19730101,20051112
080070,99999,CERCEDA,SP,,,+43.167,-008.533,+0608.0,20040517,20060207
080080,99999,LUGO/ROZAS,SP,,,+43.117,-007.450,+0446.0,19730101,20150512
080110,99999,ASTURIAS,SP,,LEAS,+43.564,-006.035,+0126.8,19730101,20150512
080140,99999,GIJON-MUSEL,SP,,,+43.567,-005.700,+0006.0,19730101,20150512
080141,99999,CIUDAD REAL,SP,,LEAO,+38.983,-003.917,+0629.0,20040510,20150512
080142,99999,BARDENAS REALES,SP,,LEBR,+42.200,-001.450,+0295.0,20040510,20100715
080143,99999,VALENCIA,SP,,LEBT,+39.583,-000.450,+0050.0,20040510,20150513
080144,99999,ARMILLA,SP,,LEGA,+37.133,-003.636,+0700.1,20040525,20150512
080150,99999,OVIEDO,SP,,,+43.350,-005.867,+0339.0,19730313,20150513
080190,99999,AGUION,SP,,,+43.467,-006.300,+0923.0,20041129,20060312
080210,99999,SANTANDER,SP,,LEXJ,+43.427,-003.820,+0004.9,19730101,20150513
080230,99999,SANTANDER,SP,,,+43.483,-003.800,+0059.0,19730101,20150513
080250,99999,BILBAO,SP,,LEBB,+43.301,-002.911,+0042.1,19730101,20150512
080270,99999,SAN SEBASTIAN/IGUELDO,SP,,,+43.300,-002.033,+0259.0,19730101,20150513
080290,99999,SAN SEBASTIAN,SP,,LESO,+43.357,-001.791,+0004.6,19730101,20150512
080420,99999,SANTIAGO,SP,,LEST,+42.896,-008.415,+0369.7,19730101,20150513
080430,99999,MARIN,SP,,,+42.400,-008.700,+0010.0,19740104,20030731
080440,99999,PONTEVEDRA,SP,,,+42.433,-008.617,+0108.0,19730101,20150512
080450,99999,VIGO,SP,,LEVX,+42.232,-008.627,+0260.6,19730101,20150513
080460,99999,VIGO,SP,,,+42.233,-008.750,+0085.0,19730101,20070626
080480,99999,ORENSE,SP,,,+42.333,-007.867,+0147.0,19730101,20150512
080530,99999,PONFERRADA,SP,,,+42.567,-006.600,+0550.0,19730102,20150512
080550,99999,LEON,SP,,LELN,+42.589,-005.656,+0916.2,19730101,20150513
080710,99999,PALENCIA,SP,,,+42.017,-004.533,+0750.0,19730101,20040219
080750,99999,BURGOS,SP,,LEBG,+42.358,-003.621,+0897.6,19730101,20150512
080760,99999,BURGOS,SP,,,+42.333,-003.700,+0860.0,19730101,19840102
